ssn	job	company	mail	address	name	birthdate	username	current_location	registration	blood_group	user_id	station_ID
840-51-7303		株式会社渡辺建設	yukitanaka@hotmail.com	愛媛県鎌ケ谷市東上野4丁目27番3号 ハイツ脚折167	藤原 陽子	1973-03-29	naotonakajima	(Decimal('61.7827715'), Decimal('154.384116'))	12 Jan 2025	AB+	346	417
475-93-6080	漫画家	井上運輸合同会社	tomoyasuzuki@yahoo.com	富山県新島村方京27丁目18番12号	高橋 陽子	1982-09-12	yoko60	(Decimal('-86.387328'), Decimal('84.223952'))	16 May 2022	AB-	1286	1
117-04-1005		Eberth Wiek e.G.	hellwighanni@gmail.com	"Adeline-Tintzmann-Straße 78/34
25507 Rathenow"	Marjan Süßebier	2016-03-17	vgunpf	(Decimal('83.127783'), Decimal('-6.191910'))	2021/08/18	AB+	1134	406
DDUSLV75S65L612Y		Germano, Donini e Franceschi Group	ottaviomalenchini@tiscali.it	"Vicolo Tartaglia, 6 Piano 8
17044, San Martino (SV)"	Vanessa Cendron		wvidoni	(Decimal('89.458029'), Decimal('151.459775'))	2024/08/01	O-	753	170
807-46-1255	Oceanographer	Cooper-Lee	fgraham@hotmail.com	"Unit 9274 Box 3626
DPO AA 02477"	Gina Reeves	1956-03-18	michael70	(Decimal('72.1721955'), Decimal('-95.880388'))	09/23/2019, 00:00:00	AB-	1107	248
48631057207	Espeleologista	Macedo	josuenogueira@hotmail.com	"Rodovia Apollo Pastor
Pedreira Padro Lopes
55181-288 Sousa de Sousa / MA"	Thales Campos		macedosofia	(Decimal('57.2547925'), Decimal('-94.245484'))	06/09/2021, 00:00:00	A-	1626	619
NNLCSN14L10A467C	Actuary	Cipolla-Prati s.r.l.	ennio24@gmail.com	"Stretto Angelica, 37
63074, Porto D'Ascoli (AP)"	Rosalia Tencalla	1920-09-24	carlo07	(Decimal('-26.018327'), Decimal('-47.614400'))	2020/03/13	O+	75	276
841-96-1831		Kabus GmbH & Co. OHG	nloewer@web.de		Dr. Ottfried Hethur MBA.		saskia65	(Decimal('22.508013'), Decimal('136.792208'))	11 Jul 2025	AB-	1914	614
TRVMLD20H18D490U		Muratori-Adinolfi Group	galileinino@fastwebnet.it		Victoria Gregori-Grassi		lucio42	(Decimal('-4.5836745'), Decimal('79.064402'))	07/03/2020, 00:00:00	B-	1264	662
08321597432		Cavalcante da Conceição - EI	yda-luz@gmail.com	"Pátio Luiz Gustavo Porto, 401
Vila União
19533-914 Melo / MT"	Benjamim Ramos	1935-03-04	carolinasantos	(Decimal('-79.4007305'), Decimal('138.187514'))	2022/11/02	O-	949	271
526-10-0180	Pilot	Ernst	kunigunda29@googlemail.com	"Kitzmannallee 14/31
51146 Kehl"	Gisa Neureuther	2019-02-10	arnimwulff	(Decimal('9.4851575'), Decimal('-46.348428'))	2019/10/17	B-	1862	357
74058613939		Porto S/A	ynunes@yahoo.com.br	"Área de Silva, 25
Vila Pilar
07309924 Araújo da Praia / GO"	Murilo Teixeira	1956-11-18	martinscatarina		2022/07/20	B+	1586	183
660-33-1021		Watts, Escobar and Foster	gmayer@yahoo.com	"99759 Catherine Way
West Edwardmouth, NC 22215"	Levi Crawford		aprilfox	(Decimal('12.287862'), Decimal('9.776013'))	27 Jan 2022	O-	648	391
718-91-8162		有限会社鈴木印刷	naoko21@yahoo.com	愛知県山武郡芝山町横林40丁目12番15号	松本 加奈		nanami88	(Decimal('32.8718115'), Decimal('-74.257898'))	09 Feb 2022	AB+	1587	497
615-27-2967	Asphaltbauer	Lübs Stiftung & Co. KG	aennefritsch@aol.de	"Meike-Graf-Weg 40-22
25477 Lörrach"	Xaver Mühle		schinkerene	(Decimal('36.8856225'), Decimal('10.168326'))	2019-10-12	A-	1679	269
359-77-0600		Davids	eseifert@googlemail.com	"Britt-Schulz-Weg 3
75405 Angermünde"	Meike Knappe	2014-05-19	helmuththies	(Decimal('-59.349793'), Decimal('-119.921718'))	2024-07-15	AB+	1048	18
362-60-6610		Higgins, Hart and Decker	vanderson@gmail.com	"021 Justin Summit
Owensmouth, NE 07547"	Emily Kim		dallen	(Decimal('-66.9170665'), Decimal('104.167460'))	10/03/2020, 00:00:00	O-	1817	630
804-27-1644	Legal executive	Kirk PLC	dbrewer@yahoo.com	"0600 Heather Stravenue Suite 685
Lake Kenneth, NY 20453"	Andrea Lowe		rebeccamitchell	(Decimal('-29.479114'), Decimal('60.010145'))	2022-02-06	A+	1769	568
43719628078		Oliveira Rios S.A.	siqueiramaya@ig.com.br		Enzo da Cunha		apollomartins	(Decimal('-85.133061'), Decimal('126.407036'))	26 Jan 2021	AB-	743	40
NGSCNT44A28D469X		Zichichi SPA	gineseezio@libero.it	"Stretto Giacometti, 57
05014, Monterubiaglio (TR)"	Marta Federici	1983-08-22	montaltigelsomina	(Decimal('70.8270345'), Decimal('52.934989'))	01 Dec 2019	B+	124	725
98624517001		Nascimento	zmoura@uol.com.br	"Setor Anthony Gabriel Albuquerque, 2
Alípio De Melo
86691-311 Fonseca / GO"	Srta. Agatha Correia		peixotovitor-gabriel	(Decimal('-18.6408665'), Decimal('-144.180272'))	2020-04-04	O-	1892	336
05368479247		Melo Siqueira - ME	isaquenogueira@gmail.com		Luna Pastor	2020-04-21	da-rosamilena	(Decimal('-40.1926185'), Decimal('52.786374'))	03/10/2025, 00:00:00	AB-	1959	84
415-78-3713		Carter LLC	reynoldssteven@hotmail.com	"07363 Weiss Shore
East Madison, GU 11616"	Sean Lane		xjones	(Decimal('-32.906504'), Decimal('7.115686'))	26 Dec 2023	O-	416	726
14589603748	Diplomata	Aragão Ramos e Filhos	hellenafreitas@bol.com.br	"Trevo Alves, 95
Indaiá
85615-638 Cassiano / RS"	Juan Fonseca		rodriguesjose-pedro	(Decimal('46.425604'), Decimal('132.329007'))	11 Mar 2020	A-	404	338
719-29-4250		Rios PLC	bradleyjames@hotmail.com	"222 Stephanie Mountain Suite 283
Popeland, MO 36383"	Angel Brown	2000-05-29	jbennett	(Decimal('25.0755005'), Decimal('-104.933329'))	2024/03/20	AB+	1015	296
602-56-4598		Christoph Jungfer KG	sofiaschmiedecke@gmx.de	"Mitschkeweg 53
39656 Nauen"	Slavko Schacht-Tröst		zkranz	(Decimal('-80.093566'), Decimal('-42.586637'))	2024-06-24	A-	1442	255
267-18-5401		合同会社岡本運輸	satoharuka@yahoo.com	鹿児島県長生郡長生村高輪26丁目24番16号	鈴木 裕美子		itoyuta	(Decimal('-21.747919'), Decimal('75.156241'))	2023-10-25	A+	814	160
498-84-7950		Gerlach Steinberg GmbH & Co. KGaA	luitgardherrmann@gmx.de	"Misicherplatz 31/26
26878 Gräfenhainichen"	Valeria Anders B.Eng.		annegrete90	(Decimal('-25.321496'), Decimal('-91.829745'))	20 Nov 2022	A+	686	129
84307612507	Pintor	das Neves	heloisamelo@bol.com.br	"Alameda de Borges, 49
Santa Maria
69402524 Sales / SE"	Juliana Sousa	1981-03-21	hellenamoura	(Decimal('28.945096'), Decimal('-40.832001'))	09 Nov 2018	O+	2087	650
006-99-8001		Pacheco Inc	jessica05@yahoo.com	"63587 Richmond Valleys
New Jessicaview, ME 16207"	Allen Zimmerman	1939-06-19	rowlandaustin	(Decimal('49.346373'), Decimal('93.468981'))	2020-10-30	AB+	1180	114
680-65-9226		Hettner GmbH & Co. KGaA	heinoscheuermann@gmx.de	"Werneckestraße 70/10
47451 Hammelburg"	Susi Förster		adalbertheintze	(Decimal('79.3218175'), Decimal('133.406043'))	2024/01/04	B+	1855	236
788-91-6918		Brooks, Kennedy and Terry	pamela49@hotmail.com	"731 Arthur Crossroad Apt. 030
South Joshuaberg, AL 19647"	Jessica White		ochen	(Decimal('83.137590'), Decimal('53.739425'))	06/04/2019, 00:00:00	O+	1486	704
040-97-2645	International aid/development worker	Padilla, Gutierrez and Blake	boydrichard@yahoo.com	"093 Sandoval Park Suite 313
East Michael, OH 55235"	Larry Roberts	2020-11-28	elliottmelissa	(Decimal('34.032016'), Decimal('-162.585042'))	2025-02-23	O-	1278	428
28135670940		Fonseca	das-nevesmaria-luisa@uol.com.br	"Área Almeida, 909
Vila Fumec
89149-248 Silva da Mata / PE"	Maria Eduarda Camargo	1961-09-10	ssiqueira	(Decimal('-33.0641175'), Decimal('-5.743387'))	2022/11/18	B-	135	325
SQRGNI66P60L494J		Ginesio-Riccardi Group	chechilaura@fastwebnet.it		Eliana Scotti	1920-04-22	zaguriatenulf	(Decimal('-15.4550475'), Decimal('-58.777026'))	2020/02/04	O-	971	723
810-16-1867		高橋保険合同会社	takuma91@hotmail.com	山形県横浜市港北区西小来川24丁目10番6号 パーク上高野143	斎藤 結衣		yamamotosotaro	(Decimal('6.514425'), Decimal('-93.666583'))	2025/07/12	AB-	650	293
049-26-6382	Pfleger	Etzold AG & Co. OHG	bbachmann@aol.de	"Schmiedeckeallee 5399
63420 Freudenstadt"	Prof. Christin Walter	1953-02-18	gerti27	(Decimal('46.5972405'), Decimal('46.010063'))	2022-05-04	AB+	393	690
696-75-8834	Librarian, academic	Harvey Group	david74@hotmail.com	"Unit 7581 Box 6589
DPO AE 55745"	Ryan Baker	2016-12-19	melissa25		07/19/2019, 00:00:00	B+	1933	42
LZUMSM05P55A252T		Parpinel-Zampa SPA	vsamele@libero.it	"Vicolo Hugo, 4 Appartamento 54
50036, Bivigliano (FI)"	Eliana Tognazzi	2013-08-19	ogarozzo	(Decimal('-5.709502'), Decimal('47.661302'))	2024/04/05	O+	1701	481
383-33-0930		Hamilton, Bridges and Myers	connor07@yahoo.com	"77274 Carlos Path Suite 094
Samuelhaven, IA 73228"	Nicholas Gay	1971-06-12	sstanton	(Decimal('-84.6895635'), Decimal('-66.980316'))	25 May 2022	AB-	68	777
582-24-6216	Designer, exhibition/display	Rodriguez Inc	richardscharles@gmail.com	"26694 James Flat
Jasonport, PA 20586"	Haley Love DDS	2023-09-28	rjones	(Decimal('11.726904'), Decimal('-105.641310'))	2020/01/31	A-	495	259
92837056456		da Cunha	joao-miguelborges@ig.com.br	"Passarela Ayla Novaes, 25
Varzea Da Palma
63211149 Pereira / AM"	Srta. Helena Silva		qsilva	(Decimal('82.4917785'), Decimal('-47.963349'))	03/13/2025, 00:00:00	B-	1558	111
730-30-0713		Clark-Gordon	daniel31@hotmail.com	"11893 Walter Neck
New Sherriborough, GU 28075"	Jessica Baker	1996-09-03	heatherknight		2018/11/18	A-	1750	269
59140276830	Cancerologista ou Oncologista	Barros Teixeira - ME	martinsnoah@yahoo.com.br	"Loteamento Rocha, 92
Maravilha
87455-659 da Conceição da Mata / MA"	Rebeca Almeida		enzo-gabrielazevedo	(Decimal('-2.4472115'), Decimal('-45.187396'))	19 Apr 2020	B-	997	582
38176250902		Santos Carvalho S/A	isadorafreitas@gmail.com	"Feira de da Rosa, 9
Castelo
66072005 da Paz / CE"	Ana Luiza Azevedo		tcarvalho		2022/08/13	O+	1456	147
653-89-8745		後藤印刷合同会社	qyamaguchi@yahoo.com	石川県長生郡長南町大中15丁目3番15号 天神島コート639	小川 くみ子	2019-08-13	yokomaeda	(Decimal('-60.891960'), Decimal('38.329349'))	07/14/2025, 00:00:00	AB+	953	380
36529107886	Chefe de cozinha	Moura Rezende S.A.	peixotodavi@ig.com.br	"Área de Camargo
Heliopolis
59170-723 Borges / TO"	Dr. Mathias Vieira	1988-10-25	stephanyaraujo	(Decimal('40.022138'), Decimal('87.014157'))	2020/08/29	O+	2101	326
520-97-4556		Wernecke	williamhiller@hotmail.de	"Henrike-Barth-Weg 84
93261 Wunsiedel"	Annette Schottin	1973-03-18	awieloch	(Decimal('-74.427888'), Decimal('102.697516'))	01 Jul 2020	O+	434	735
345-16-8738		Mohaupt Wähner GmbH & Co. KG	harloffjohann@hotmail.de	"Försterstraße 51/63
09817 Badoberan"	Felicitas Ullrich		beerguenther	(Decimal('-56.096939'), Decimal('-36.231071'))	2024/08/15	AB+	368	686
GRTSLV28C66H108Y		Filzi e figli	biancainterminei@tele2.it	"Vicolo Torricelli, 88
54012, Barbarasco (MS)"	Dott. Federico Antonini		qferrazzi	(Decimal('13.9551915'), Decimal('-87.325675'))	01/18/2022, 00:00:00	A+	16	417
812-57-3120		Wood, Hogan and Dillon	danielhogan@hotmail.com	"71521 Sally Rapid Suite 092
Christiantown, IA 26169"	Tyler Ayala		sandra62	(Decimal('82.4018035'), Decimal('166.011345'))	07 Jul 2022	B+	1443	462
535-20-4187		Seidel Stiftung & Co. KGaA	fsorgatz@gmx.de	"Katy-Gude-Weg 7727
17575 Sankt Goar"	Herr Fredi Pärtzelt		ldehmel	(Decimal('-47.804884'), Decimal('-75.238923'))	2019-10-31	B+	428	757
PRSRKE04T10M422A		Basadonna s.r.l.	npiane@libero.it		Lara Foà		matildaproietti	(Decimal('16.498260'), Decimal('-81.635723'))	2020/04/03	O+	538	64
228-08-8630		Kruschwitz Trupp GmbH	paulfroehlich@gmail.com	"Speerring 8
18604 Staffelstein"	Elise Förster	1925-07-01	dsaeuberlich		2020-03-20	O-	1510	616
BTODMN28E51A793U	Chief Strategy Officer	Battaglia-Iannucci Group	gioffrebadoglio@hotmail.com	"Contrada Letizia, 6 Appartamento 2
16011, Pineta Di Arenzano (GE)"	Sandro Foconi	2019-09-16	ramonamonduzzi	(Decimal('29.439059'), Decimal('68.873404'))	2024-11-13	B+	1697	513
266-30-8902	Bankkaufmann	Kreusel Schulz AG	rwerner@aol.de		Pasquale Kobelt	2022-01-22	schaafandrew	(Decimal('33.4096135'), Decimal('-73.670432'))	06/13/2025, 00:00:00	AB-	2009	337
LNCGLI11C65E142A		Gigli Group	xanguillara@hotmail.it	"Contrada Fabrizia, 786 Appartamento 4
00156, Rebibbia (RM)"	Marina Ruggieri	1991-08-07	benedettogabba	(Decimal('48.140474'), Decimal('-41.444874'))	2020/12/16	B+	606	628
367-39-8746		Albers AG & Co. KG	vfreudenberger@gmail.com	"Ferenc-Schmiedecke-Straße 61-72
66493 Hammelburg"	Niels Staude B.A.		jaekelsigismund	(Decimal('-36.860709'), Decimal('100.101875'))	2019/02/06	AB+	595	762
136-69-3135	Conservation officer, historic buildings	Cruz, Guerra and Murray	hshah@hotmail.com	"4849 Fuentes Path
Monicafort, PW 32574"	Jose Li		gchen	(Decimal('15.7372735'), Decimal('-158.502445'))	2025-08-11	AB-	637	367
CHRTLC43C52A983E		Balla s.r.l.	cesaroniangelina@live.com	"Incrocio Ippazio, 18
28865, Crevoladossola (VB)"	Fabrizio Tomei	1932-06-27	ezio46	(Decimal('44.2974875'), Decimal('-71.287908'))	2024/03/01	B-	582	704
763-96-1935		合同会社阿部銀行	rikatanaka@hotmail.com	徳島県横浜市都筑区一ツ橋33丁目27番12号 パーク権現堂666	橋本 七夏		asuka46	(Decimal('55.2079045'), Decimal('-43.621874'))	2024-04-18	B-	2002	549
GLPTNI18H03L081Y		Barozzi-Pasolini SPA	ruggieroturchi@virgilio.it	"Incrocio Curatoli, 0
71025, Castelluccio Dei Sauri (FG)"	Maria Trevisan		massimo92	(Decimal('82.365356'), Decimal('88.200507'))	2019-06-20	A-	801	288
475-01-1769	絵本作家	藤田鉱業有限会社	inouekyosuke@gmail.com	山梨県江戸川区押上38丁目14番11号	山下 晃		itokaori	(Decimal('-24.712920'), Decimal('120.588036'))	2023/05/09	A-	1078	65
223-34-3043	Administrator	Simmons-Chen	joseph12@hotmail.com	"81499 George Villages
Robinsonberg, NV 78450"	Steven Benson	1925-08-10	woodmargaret	(Decimal('38.4090505'), Decimal('-22.056163'))	01/10/2019, 00:00:00	A+	491	64
GTTRLD10T42G288D	Manufacturing engineer	Ferragamo s.r.l.	sgalilei@outlook.com	"Rotonda Tiziano, 78
98123, Messina (ME)"	Marcella Calbo		alighierilaura	(Decimal('-49.3505505'), Decimal('133.231144'))	2019-12-11	AB+	1387	227
23568709465		Campos Barros - EI	ayla59@yahoo.com.br	"Morro Alves, 80
Conjunto Capitão Eduardo
93186-442 Dias / PB"	Maria Helena Lopes		leticia22	(Decimal('-21.752910'), Decimal('119.233111'))	06/12/2024, 00:00:00	O+	1063	169
655-69-5391	Surveyor, building control	Hodge-Martinez	rachel56@hotmail.com	"6701 Vicki Crest Suite 224
Josechester, VI 98936"	Christopher Snyder	1940-03-25	aaronyoung	(Decimal('82.1153645'), Decimal('43.533940'))	08/27/2022, 00:00:00	AB+	1694	309
045-22-1007	Catering manager	Bullock, Young and Spears	brianthomas@yahoo.com	"05653 Timothy Courts
Port Anthony, MI 85703"	Natalie Snyder		beckycortez	(Decimal('86.7246585'), Decimal('154.432235'))	2024-02-26	O-	933	420
47125693873	Reumatologista	Vasconcelos Câmara - EI	henry65@gmail.com	"Núcleo Carvalho, 10
Santa Rosa
75628-865 Pastor / TO"	Diego Fernandes	1926-12-29	ravy06	(Decimal('-84.612365'), Decimal('-0.244324'))	02 Oct 2020	AB-	1009	133
389-59-1346		Lopez, Bryant and Powell	vwilson@gmail.com		Tracy Mcdowell		david74	(Decimal('63.6592255'), Decimal('-82.583419'))	03 Oct 2023	A-	1053	367
BGGJLD13P02D881A	Town planner	Lamborghini s.r.l.	laurettamascagni@hotmail.com	"Vicolo Luna, 2
44021, Pontemaodino (FE)"	Sig.ra Rita Battaglia	1945-06-05	giustiludovico	(Decimal('-33.235466'), Decimal('-19.613576'))	2018/11/16	B-	1245	108
MJWFBA12D23G833D		Caironi, Tebaldi e Martinelli Group	irma47@libero.it	"Viale Raimondi, 64
81010, Gioia Sannitica (CE)"	Sig. Cirillo Merisi	1911-05-23	fabbrigiovanni	(Decimal('88.853458'), Decimal('30.861410'))	2023-02-25	A+	1706	95
892-88-9913	Binnenschiffer	Schäfer Nerger GmbH & Co. OHG	etzoldzoltan@web.de	"Lorchallee 17
98245 Griesbach Rottal"	Univ.Prof. Ortwin Hartung	2010-02-05	katalinatzler	(Decimal('-22.044028'), Decimal('58.048707'))	2025-09-21	A+	2078	238
125-41-7234		Römer Reising AG	doertheschleich@web.de	"Meinhard-Kroker-Platz 49
41833 Gadebusch"	Detlef Bauer	1919-01-13	albert10	(Decimal('60.297584'), Decimal('55.530707'))	05/03/2020, 00:00:00	A-	1849	487
CVNSTN86L01I606C		Marazzi e figli	travagliafabio@tin.it		Sig. Dante Dulbecco	1912-03-27	leonegualtieri	(Decimal('-3.9538355'), Decimal('46.814572'))	2022-07-20	AB+	1420	724
182-54-7679		合同会社小林印刷	minoue@yahoo.com	北海道西多摩郡瑞穂町高田馬場29丁目16番4号	鈴木 桃子	1943-01-24	kumiko98	(Decimal('-12.175074'), Decimal('33.093466'))	18 Oct 2023	O+	322	202
125-93-3650	Erzieher	Bien Jäkel e.V.	looscarolina@aol.de	"Geiselring 63
09947 Neustrelitz"	Heinz-Walter Faust		schleichignatz	(Decimal('4.8204845'), Decimal('172.206081'))	07/21/2021, 00:00:00	AB+	1838	355
94358270638		da Costa S.A.	raelrodrigues@yahoo.com.br		Sr. Erick Guerra	1936-05-12	teixeiraana-sophia	(Decimal('57.812939'), Decimal('151.493575'))	30 Jun 2020	B-	660	165
462-30-4339		Beckmann	bmeyer@gmail.com		Dipl.-Ing. Lambert Winkler B.Sc.		johannehering		09/10/2021, 00:00:00	O+	1962	667
SLNMLS15A05F811R		Tacchini e figli	pedersolilidia@poste.it		Allegra Salandra	1915-07-02	venancio81	(Decimal('7.717667'), Decimal('-103.969796'))	06 Oct 2024	B+	925	412
03814962524		Macedo	guerratheodoro@hotmail.com	"Loteamento Abreu, 1
Grajaú
79175-936 Ferreira da Praia / AC"	Pedro Miguel Mendonça	1931-03-07	tguerra	(Decimal('-2.894384'), Decimal('127.774986'))	01/04/2021, 00:00:00	B+	1781	256
107-44-6028		Parker Inc	elliotttimothy@hotmail.com	"08313 Hernandez Mountain Suite 351
West Jonathanside, NE 78946"	Anna Preston	1925-05-04	burnsjacob	(Decimal('71.6098755'), Decimal('67.300982'))	01/06/2020, 00:00:00	AB+	1483	683
499-89-8058	Biochemist, clinical	Pena-Garcia	robert75@yahoo.com	"17010 Todd Cove Suite 407
West Michael, NM 44291"	Sara Alexander DVM	1978-03-20	cwaters	(Decimal('46.664282'), Decimal('163.054644'))	17 Oct 2024	AB+	1334	360
41327805979		Borges - ME	anthonybarros@yahoo.com.br	"Quadra Monteiro, 2
Vila Jardim Alvorada
34297-071 Guerra das Flores / PI"	Davi Dias	1950-01-07	salesmarcela	(Decimal('72.2572015'), Decimal('-84.206105'))	2021/11/11	A-	1953	87
65814392746	Engenheiro de controle e automação	Dias e Filhos	bleao@uol.com.br	"Viela de da Rocha
Vila Canto Do Sabiá
76969-051 Barbosa / RS"	Ravi da Mata	1979-12-21	lunnapacheco	(Decimal('-45.572716'), Decimal('9.665194'))	14 Jan 2024	A+	322	400
16597382455		Caldeira S.A.	pda-cruz@uol.com.br	"Estrada de Gomes, 841
Esperança
43902-067 Azevedo / PR"	Dra. Juliana Porto	1941-08-09	iguerra	(Decimal('57.1180765'), Decimal('-117.852429'))	07/05/2020, 00:00:00	O+	1148	681
CMLSLV28C68C554G	Air traffic controller	Tarantino-Sbarbaro s.r.l.	alfredo56@yahoo.com	"Incrocio Milena, 8 Appartamento 1
36035, Marano Vicentino (VI)"	Adamo Polizzi	1988-10-04	giannapezzali	(Decimal('-34.429566'), Decimal('148.524130'))	2020/05/30	O-	1678	548
71463290896	Engenheiro de produto ou produção	Correia S/A	maria-juliada-mota@gmail.com		Sr. Yago Pires	1913-03-05	da-pazjose-pedro	(Decimal('-22.8172405'), Decimal('-96.636961'))	03/14/2024, 00:00:00	A+	1535	36
76103895286		Moreira	garciajoao-lucas@uol.com.br	"Praça Sales, 52
Vila Nova Gameleira 1ª Seção
03994403 Correia / MS"	Diego da Cunha	2018-08-06	yvieira	(Decimal('-81.820575'), Decimal('41.247722'))	2020-03-24	A-	1645	255
498-95-4423		佐々木ガス株式会社	oito@gmail.com	宮城県横浜市栄区松石2丁目25番14号 コート豊町753	石川 康弘	1934-04-19	hasegawarei	(Decimal('11.3291995'), Decimal('144.031630'))	07 Jun 2024	O+	754	308
277-70-6371		Patberg	jannatrub@yahoo.de	"Cemil-Schulz-Platz 6/9
93882 Fallingbostel"	Lilly Gutknecht		ewald69	(Decimal('21.6116455'), Decimal('-74.789706'))	06 May 2024	A-	33	480
67480129378		Casa Grande	ana65@ig.com.br	"Rodovia de Macedo, 99
Vila Formosa
26090822 Viana das Pedras / PI"	Dr. Matheus Freitas	1981-05-11	osampaio	(Decimal('-69.322110'), Decimal('73.175795'))	05/31/2025, 00:00:00	A-	1518	323
95348706175	Nutrologista	Garcia e Filhos	alexandre32@uol.com.br	"Núcleo Davi Luiz Almeida, 4
Universo
36640199 Silva de Câmara / GO"	Bella Rocha	1914-06-20	ida-mota	(Decimal('38.2185655'), Decimal('159.308824'))	2025-04-25	AB+	1046	72
502-28-7591		株式会社池田食品	xshimizu@gmail.com		前田 真綾	1913-02-02	naoto68	(Decimal('-27.5007405'), Decimal('115.624429'))	16 Sep 2020	B+	1681	532
549-46-2820	Bankkaufmann	Fritsch GmbH & Co. KG	rolf-dieter39@aol.de		Reimar Hettner		charlotte27	(Decimal('37.039989'), Decimal('-20.076819'))	2021-01-30	B+	782	720
363-26-1812	Mining engineer	Fisher-Bonilla	montoyamichelle@yahoo.com	"4661 Donald Squares Suite 454
Sheilahaven, WY 48178"	Taylor Morales	1915-12-24	kimberly02	(Decimal('-25.3284675'), Decimal('8.072007'))	2020/12/23	O+	1290	662
173-41-4728		林電気株式会社	aokiyoichi@yahoo.com	栃木県匝瑳市花川戸17丁目4番7号	山田 智也	1974-05-05	zmori	(Decimal('33.1632955'), Decimal('-133.631216'))	2019/09/23	B-	1443	709
LNECPN52T50A477I		Guariento, Tartini e Luxardo Group	ostinellipiergiuseppe@outlook.com	"Piazza Bergoglio, 1
80138, Napoli (NA)"	Luciana Nonis		biagio16	(Decimal('85.3004195'), Decimal('-163.731276'))	2020/04/16	A+	811	376
50481627901		da Rocha S.A.	jose-pedro82@hotmail.com	"Travessa de Costa, 374
Conjunto Jardim Filadélfia
24517-053 Gomes / AC"	Sabrina Azevedo		joao-lucasaparecida	(Decimal('-77.3019995'), Decimal('-6.219960'))	2020-04-23	O-	61	451
720-63-7138	Civil engineer, consulting	Smith, Morgan and Carlson	brandon54@hotmail.com	"6310 Jennifer Ways Apt. 157
West Christopherton, FM 43898"	Tiffany Ferguson		tthornton	(Decimal('-30.8679925'), Decimal('-44.270664'))	04/26/2019, 00:00:00	A+	1107	622
